PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
133,10/3/21,15:34:04,2,2,"Dressler, Cade",10027961,Left,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,4,Top,1,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.68482,-2.444543,1.870826,2262.048409,145.164117,10:45,5.93409,-2.22878,6.5774,-22.9547,14.81194,-9.51721,1.77821,-1.30665,78.1052,-6.780722,0.139969,0.442309,,,,,,,,,,,,5.48756,8.78575,2.10408,50,5.75639,-3.67582,-123.06999,-5.86682,8.46531,23.0941,-18.62081,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,dd44cc10-2480-11ec-8991-0d548696f4f1,85.21749,,,6.57962,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:34:04,2021-10-03T15:34:04.0360000-04:00,2021-10-03T19:34:04.0360000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,38592b8e-b743-498a-ac1d-4fdc736aa203,53.92066,-123.80352,11.54705,5.93335,-5.27538,-9.31041,2.2251,-3.9447,4.23265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
134,10/3/21,15:34:16,2,3,"Dressler, Cade",10027961,Left,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,4,Top,1,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.04996,1.586847,-0.175167,2263.545644,296.991475,4:00,5.78578,-2.15799,5.45331,-56.62101,-3.48835,10.0328,2.55323,-1.48591,67.34008,-8.721874,1.613628,0.524629,,,,,,,,,,,,-5.07717,-1.64398,2.16647,50,5.88701,-0.04611,-106.09487,1.13518,-5.79129,18.02352,-34.04925,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,e468f3e0-2480-11ec-8991-0d548696f4f1,71.84592,,,5.70988,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:34:16,2021-10-03T15:34:16.0680000-04:00,2021-10-03T19:34:16.0680000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,7870e6b5-65c3-48af-be24-7dc70b68aecc,55.04617,-106.94868,9.01176,5.79503,2.74817,-17.02462,2.16216,0.22824,-2.89564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
135,10/3/21,15:34:29,2,4,"Dressler, Cade",10027961,Left,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,4,Top,1,2,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,85.19539,-2.769403,4.534845,2208.813682,147.082323,11:00,5.85098,-1.97555,6.82282,-24.3156,12.76796,-7.55599,1.28847,1.54021,78.76874,-7.353109,3.160226,0.438291,,,,,,,,,,,,5.19855,7.83725,1.68601,50,5.66303,-9.54252,-123.54769,-6.62637,8.09701,22.83841,-19.9671,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,ec61d0d0-2480-11ec-8991-0d548696f4f1,85.99871,,,6.42666,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:34:29,2021-10-03T15:34:29.4860000-04:00,2021-10-03T19:34:29.4860000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,4bf84219-5fc8-42ff-8a73-de52d01c3ccf,53.67671,-124.22549,11.4192,5.85089,-6.03378,-9.98355,1.97278,-9.78283,4.04851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
136,10/3/21,15:34:43,2,5,"Dressler, Cade",10027961,Left,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,4,Top,1,3,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.39188,-2.899474,2.139917,2284.015263,151.52875,11:00,5.80964,-2.25967,6.70923,-18.77572,18.22804,-9.27359,1.59018,-1.07524,78.6597,-6.486403,0.450133,0.437819,,,,,,,,,,,,5.44914,10.74079,2.12096,50,5.60936,-4.30217,-124.04744,-6.73845,8.53748,23.53301,-15.3458,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,f4b4b4a0-2480-11ec-8991-0d548696f4f1,86.09144,,,6.73218,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:34:43,2021-10-03T15:34:43.3980000-04:00,2021-10-03T19:34:43.3980000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,b7bc287f-4c67-4f7d-ae7c-f7190a667c2b,53.78857,-124.7641,11.7665,5.80745,-6.27111,-7.6729,2.25594,-4.56217,4.26874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
137,10/3/21,15:35:00,2,6,"Dressler, Cade",10027961,Left,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,4,Top,1,3,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,85.79176,-3.437976,2.423592,2132.472447,156.623246,11:15,5.79662,-2.20402,6.6059,-19.24517,17.59481,-7.12048,1.03705,-0.57605,79.12347,-7.093126,1.129053,0.436849,71.01146,13.782378,107.985955,1025.308285,,,,136.04211,,114.039905,1.678273,4.4002,10.52713,2.04175,50,5.55384,-5.01674,-124.5414,-7.97662,6.95061,23.66841,-15.54523,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,fe97fc70-2480-11ec-8991-0d548696f4f1,86.28259,8.2386,,6.66828,,,,-0.20389,0.98184,0.52693,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:35:00,2021-10-03T15:34:59.9680000-04:00,2021-10-03T19:34:59.9680000Z,LineDrive,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,61e45ff1-9a68-4823-91a6-02ecb16e938c,53.89296,-125.27906,11.83421,5.79489,-7.49214,-7.77262,2.20147,-5.23336,3.47531,,-0.20389,-31.23387,-2.47886,1.37881,-0.40913,-0.11754,0.73837,-1.30127,0.90296,0.98184,24.81214,-16.39261,0.87354,-0.09877,0.14066,-0.44708,0.76667,-0.52998,0.52693,96.2082,-17.93123,3.63337,-0.70888,-0.04976,0.56759,-0.99794,0.68774,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
138,10/3/21,15:35:22,2,7,"Dressler, Cade",10027961,Left,VCU_RAM,"Boone, Griffin",1000093861,Right,VCU_RAM,Undefined,4,Top,1,3,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,74.00643,1.101804,-0.360564,2234.532172,273.867839,3:15,5.83758,-2.22517,5.5738,-50.69526,0.64776,12.87075,2.64222,-1.48938,68.39612,-8.159492,1.938917,0.515718,,,,,,,,,,,,-6.5941,0.52929,2.24767,50,5.89924,0.20681,-107.54861,0.4829,-7.75714,17.88768,-31.55142,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,0b693c70-2481-11ec-8991-0d548696f4f1,73.08735,,,5.61031,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:35:22,2021-10-03T15:35:21.5370000-04:00,2021-10-03T19:35:21.5370000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,772650a6-8b68-42a8-999c-c637f2cf6eb8,54.92558,-108.36474,8.94384,5.84436,1.92245,-15.77571,2.23016,0.56073,-3.87857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.61752,,,1.035449,,,,0.02159,5.22981,-1.08325,73.2579,8.12782,-51.51892,0.09953,75.36741,-4.51746,5.31705,16.67456,-13.44087,-1.31071,-56.6337,7.76586,High,High,High,,,High,Medium,Medium
139,10/3/21,15:35:46,3,1,"Dressler, Cade",10027961,Left,VCU_RAM,"Coy, Tyler",1000092206,Right,VCU_RAM,Undefined,4,Top,2,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.28374,2.477106,-0.658266,2149.786025,297.281718,4:00,5.72979,-2.032,5.56154,-57.24212,-4.57815,12.01741,3.2754,-1.64555,67.34927,-7.977623,1.48699,0.52231,,,,,,,,,,,,-6.22847,-2.4578,2.08083,50,5.90614,0.78185,-106.39135,2.79727,-7.13883,18.25509,-34.99107,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,1a1ea5c0-2481-11ec-8991-0d548696f4f1,72.1649,,,5.93447,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:35:46,2021-10-03T15:35:46.2250000-04:00,2021-10-03T19:35:46.2250000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,c29e5892-aec5-4883-af09-e5c88e586c4e,54.93841,-107.23536,9.12754,5.73941,4.41505,-17.49554,2.03705,1.1119,-3.56941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
140,10/3/21,15:35:58,3,2,"Dressler, Cade",10027961,Left,VCU_RAM,"Coy, Tyler",1000092206,Right,VCU_RAM,Undefined,4,Top,2,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.36072,-2.623306,2.600864,2262.772462,144.317678,10:45,5.88206,-2.22374,6.8287,-20.41903,16.89997,-11.21816,1.78358,-0.78466,77.69511,-6.547324,0.552772,0.43968,,,,,,,,,,,,6.72485,10.13623,2.06019,50,5.70554,-5.2277,-123.88501,-6.16554,10.36792,26.58671,-16.54667,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,21621560-2481-11ec-8991-0d548696f4f1,85.72705,,,7.66561,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:35:58,2021-10-03T15:35:58.3940000-04:00,2021-10-03T19:35:58.3940000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,b1454206-6016-4e4f-96b1-535cb5a20c34,53.66811,-124.66973,13.29335,5.88032,-5.67716,-8.27334,2.21901,-5.53372,5.18396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
141,10/3/21,15:36:10,3,3,"Dressler, Cade",10027961,Left,VCU_RAM,"Coy, Tyler",1000092206,Right,VCU_RAM,Undefined,4,Top,2,1,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.6524,-0.166568,0.966917,2227.522791,305.180123,4:15,5.74849,-2.18094,6.01718,-55.11956,-4.77591,9.1778,1.00088,-0.52041,68.42848,-10.287763,2.623087,0.510674,,,,,,,,,,,,-4.41339,-1.87433,2.10032,50,5.70588,-2.15108,-108.42772,-1.96206,-5.18974,21.1233,-34.37809,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,2895a680-2481-11ec-8991-0d548696f4f1,73.8092,,,6.22393,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:36:10,2021-10-03T15:36:10.4290000-04:00,2021-10-03T19:36:10.4290000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,46b310b5-fba5-4dd5-89da-cabee955edc3,54.48162,-109.29731,10.56165,5.75753,-0.5468,-17.18904,2.18447,-1.93743,-2.59487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
142,10/3/21,15:36:25,3,4,"Dressler, Cade",10027961,Left,VCU_RAM,"Coy, Tyler",1000092206,Right,VCU_RAM,Undefined,4,Top,2,2,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.24507,-2.729165,2.814768,2307.466823,146.131592,10:45,5.80208,-2.15259,6.6685,-17.75879,19.38426,-12.08032,1.82032,-0.58195,77.71398,-6.181859,0.617078,0.438642,,,,,,,,,,,,7.25961,11.49757,1.96805,50,5.61143,-5.68986,-124.98771,-6.36569,11.28574,29.2458,-14.30002,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,3111e440-2481-11ec-8991-0d548696f4f1,85.92982,,,8.53109,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:36:25,2021-10-03T15:36:24.6960000-04:00,2021-10-03T19:36:24.6960000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,03c0d782-8662-48aa-8010-187a975299d4,53.82658,-125.87991,14.6229,5.79898,-5.92944,-7.15001,2.14688,-6.03415,5.64287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
143,10/3/21,15:36:40,3,5,"Dressler, Cade",10027961,Left,VCU_RAM,"Coy, Tyler",1000092206,Right,VCU_RAM,Undefined,4,Top,2,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.26059,-0.379932,-0.938229,2243.742951,300.195367,4:00,5.81032,-2.17579,5.83077,-57.61314,-7.70776,16.14351,0.65602,-1.70269,69.01894,-10.902138,1.968347,0.508446,,,,,,,,,,,,-8.53209,-3.28571,2.2429,50,5.74573,1.20596,-109.30491,-2.5276,-10.1877,21.6106,-36.0973,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,39eb0f10-2481-11ec-8991-0d548696f4f1,74.13258,,,6.24165,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:36:40,2021-10-03T15:36:39.5750000-04:00,2021-10-03T19:36:39.5750000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,4d171a5a-b6c1-43a8-a1b4-6c0a682ea3d6,54.66945,-110.22423,10.8053,5.82059,-0.992,-18.04865,2.18238,1.63935,-5.09385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
144,10/3/21,15:37:01,3,6,"Dressler, Cade",10027961,Left,VCU_RAM,"Coy, Tyler",1000092206,Right,VCU_RAM,Undefined,4,Top,2,3,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,87.49982,-1.322158,2.624434,2327.061675,138.938151,10:45,5.90247,-2.04023,6.48365,-18.61206,17.56332,-14.16572,3.13605,-0.80943,78.9375,-4.917381,0.055914,0.43289,,,,,,,,,,,,8.16437,9.96067,1.86113,50,5.80103,-5.25067,-126.91421,-3.39547,13.13157,29.33684,-16.15335,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,46eb0030-2481-11ec-8991-0d548696f4f1,87.0716,,,8.56233,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:37:01,2021-10-03T15:37:01.3130000-04:00,2021-10-03T19:37:01.3130000Z,,v3,471479,471479,,"Ericsson, Nic",1000075164,Right,VCU_RAM,4697cb7b-2678-4d87-81ae-79be32c1a1a8,54.01078,-127.83796,14.66842,5.89994,-2.88684,-8.07668,2.03297,-5.66416,6.56579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
145,10/3/21,15:39:18,1,1,"Perkins, Joey",1000113017,Left,VCU_RAM,"O'Malley, Marcus",10027376,Left,VCU_RAM,Undefined,4,Bottom,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.31671,-2.730822,2.633627,2160.022709,142.908665,10:45,6.26149,-0.83746,5.86394,-19.29206,19.83009,-13.88753,2.1124,0.45349,76.90894,-6.415604,0.144439,0.450176,,,,,,,,,,,,7.95937,11.44721,0.63211,50,6.0289,-5.11218,-123.50282,-6.42984,12.09449,28.30914,-14.77964,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,9882e8e0-2481-11ec-8991-0d548696f4f1,83.72817,,,8.40777,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:39:18,2021-10-03T15:39:18.2780000-04:00,2021-10-03T19:39:18.2780000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,b34a655f-42ec-4725-9cb6-aa482ce3d749,54.63179,-124.55999,14.15457,6.25871,-5.87791,-7.38982,0.83145,-5.56383,6.04725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
146,10/3/21,15:39:30,1,2,"Perkins, Joey",1000113017,Left,VCU_RAM,"O'Malley, Marcus",10027376,Left,VCU_RAM,Undefined,4,Bottom,0,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.24892,-1.800772,0.160051,2116.593913,322.618799,4:45,6.15994,-0.8747,5.28309,-69.46197,-14.75643,12.85111,-1.32021,0.34653,66.88756,-14.261256,2.459869,0.532338,,,,,,,,,,,,-6.51485,-6.48087,0.85001,50,5.94405,-0.75665,-106.12391,-5.57823,-7.20084,23.37094,-39.33731,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,9fb91210-2481-11ec-8991-0d548696f4f1,70.80553,,,6.36135,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:39:30,2021-10-03T15:39:30.3550000-04:00,2021-10-03T19:39:30.3550000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,c8880709-64b8-4f1f-bfde-4e769b39b104,55.21872,-107.26704,11.68547,6.16984,-3.65415,-19.66866,0.8784,-0.40445,-3.60042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
147,10/3/21,15:39:50,1,3,"Perkins, Joey",1000113017,Left,VCU_RAM,"O'Malley, Marcus",10027376,Left,VCU_RAM,Undefined,4,Bottom,0,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.12436,-0.065681,1.783111,1689.561332,139.154643,10:45,6.3084,-0.64631,6.13587,-27.9712,9.5052,-7.39028,3.91674,0.38633,79.31304,-5.259563,0.450765,0.440606,,,,,,,,,,,,4.21536,5.25048,0.51398,50,6.28871,-3.5736,-123.90097,-1.01465,6.68212,20.17355,-23.85111,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,abafd090-2481-11ec-8991-0d548696f4f1,85.54686,,,5.81132,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:39:50,2021-10-03T15:39:50.4340000-04:00,2021-10-03T19:39:50.4340000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,36744f75-5823-469a-a247-7d21f670a8c7,54.3635,-124.60941,10.08678,6.30964,-0.17707,-11.92555,0.64359,-3.80825,3.34106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
148,10/3/21,15:40:08,1,4,"Perkins, Joey",1000113017,Left,VCU_RAM,"O'Malley, Marcus",10027376,Left,VCU_RAM,Undefined,4,Bottom,0,2,1,Fastball,Changeup,InPlay,Undefined,GroundBall,Single,0,0,,84.24737,-1.208809,1.367655,1832.042471,125.506011,10:15,6.30961,-0.60777,6.1498,-31.58325,7.16496,-8.42823,2.56029,-0.04621,77.73287,-7.070543,-0.154083,0.44802,95.61495,-2.176266,30.586046,3333.05271,,,,37.76936,,29.852919,0.265204,4.75044,4.36744,0.50814,50,6.20128,-2.60863,-122.49233,-3.56661,7.25221,23.10813,-25.50653,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,b61fc800-2481-11ec-8991-0d548696f4f1,84.13119,2.62118,,6.5145,,,,2.05584,2.62118,0.47195,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:40:08,2021-10-03T15:40:07.9300000-04:00,2021-10-03T19:40:07.9300000Z,GroundBall,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,bf437c0f-0aba-40ad-b290-633eab132cff,54.34962,-123.31016,11.55406,6.31153,-2.6639,-12.75327,0.605,-2.8653,3.62611,,2.05861,120.49759,-17.91724,,,,,,,2.62281,-5.40704,-16.92594,,,,,,,0.47298,71.25259,-8.10192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,Medium,Medium,Medium,Medium,,,
149,10/3/21,15:40:46,2,1,"Perkins, Joey",1000113017,Left,VCU_RAM,"Lucas, John",1000113018,Right,VCU_RAM,Undefined,4,Bottom,0,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.84691,-0.249086,1.37765,1375.286335,104.406782,9:30,6.28825,-0.69704,6.17271,-38.56959,5.86567,-17.4032,2.84401,-0.87471,72.41303,-7.413335,-1.766303,0.479772,,,,,,,,,,,,9.368,3.55071,0.60126,50,6.24997,-2.12617,-114.60876,-1.63636,12.44421,21.43362,-27.45738,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,ccd3daa0-2481-11ec-8991-0d548696f4f1,78.56319,,,6.43388,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:40:46,2021-10-03T15:40:46.0640000-04:00,2021-10-03T19:40:46.0640000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,92ea158d-104b-435c-b46b-be7a124a17fb,54.32576,-115.41491,10.71681,6.29209,-0.60365,-13.72869,0.69003,-2.59422,6.2221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
150,10/3/21,15:41:03,2,2,"Perkins, Joey",1000113017,Left,VCU_RAM,"Lucas, John",1000113018,Right,VCU_RAM,Undefined,4,Bottom,0,0,1,Fastball,Changeup,InPlay,Undefined,LineDrive,Double,0,0,,84.64635,-1.848874,2.244935,1982.96448,123.053193,10:00,6.33113,-0.7106,5.93863,-26.88375,11.78969,-16.35572,2.3738,0.01001,78.1511,-6.841406,-0.694255,0.447587,84.95852,14.186584,29.192387,3981.354428,91.39068,17.26732,61.21782,206.96218,,38.339405,2.159257,9.0178,6.88185,0.54098,50,6.16831,-4.18512,-122.97167,-4.81553,13.90814,22.74013,-21.56016,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,d724b150-2481-11ec-8991-0d548696f4f1,84.2125,17.26482,,6.49525,,,,0.88809,2.29084,-0.03007,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:41:03,2021-10-03T15:41:03.3860000-04:00,2021-10-03T19:41:03.3860000Z,LineDrive,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,e9981384-ce85-4ff0-9e24-da9edbe67da1,54.56119,-123.81226,11.37007,6.33159,-4.01856,-10.78008,0.70518,-4.69924,6.95407,248.32633,0.88813,105.45857,-19.6355,3.58398,-0.60358,0.05253,-0.00435,0.00231,-0.00045,2.29082,30.53975,-16.57086,1.18346,-0.23581,0.07557,-0.01773,0.00253,-0.00014,-0.03012,58.92659,2.11814,-1.39399,0.26411,0.02185,-0.02053,0.00299,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
151,10/3/21,15:41:53,3,1,"Perkins, Joey",1000113017,Left,VCU_RAM,"Lucas, John",1000113018,Right,VCU_RAM,Undefined,4,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.28782,-0.092262,1.958138,1779.366706,153.200941,11:00,6.23491,-0.64629,6.17041,-24.17501,13.67938,-6.32977,4.13507,0.63548,78.23569,-4.643556,0.816829,0.442823,,,,,,,,,,,,3.7791,7.45595,0.50109,50,6.21551,-3.98762,-123.92895,-0.90962,5.90039,23.85272,-20.53287,VCU_RAM,VCU_RAM,TheDiamond,TeamExclusive,Team,20211003-TheDiamond-Private-2,f47ff390-2481-11ec-8991-0d548696f4f1,85.1186,,,7.05214,,,,,,,643635ca-938a-427a-9baa-762d7f07aca5,10/3/21,19:41:53,2021-10-03T15:41:52.6060000-04:00,2021-10-03T19:41:52.6060000Z,,v3,471479,471479,,"Selden, Jacob",1000113016,Right,VCU_RAM,4e575982-80d6-44cc-b4c6-e2f75fcece32,54.32618,-124.75883,11.92636,6.23472,-0.19524,-10.26643,0.6434,-4.19291,2.9502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
